,study_time,social_media_usage,sleep_quality,headache_freq,study_load,extracurricular_freq,screen_time,sleep_hours,physical_activity,exam_anxiety,stress_level,mental_strain,recovery_score,performance_pressure,lifestyle_stress,burnout_score,burnout_level
17,0.2631578947368421,0.25,0.75,0.0,0.75,0.25,0.9299999999999999,0.15999999999999992,0.91,0,0.785571142284569,1.535571142284569,1.0,0.5526315789473685,1.77,0.7800179305980381,High
18,0.10526315789473684,0.41666666666666663,0.75,0.75,0.0,0.5,0.35,0.41999999999999993,0.68,1,0.9599198396793586,1.7099198396793587,1.25,0.0,0.93,0.6089679358717436,Medium
19,0.6842105263157894,0.25,0.5,1.0,0.5,0.25,0.03999999999999997,0.11999999999999988,0.16000000000000003,0,0.9899799599198397,2.4899799599198396,0.75,0.1578947368421053,0.92,1.1183604050205673,High
20,0.10526315789473684,0.25,0.5,0.0,0.0,0.0,0.9599999999999997,0.94,0.31000000000000005,1,0.40681362725450904,0.40681362725450904,0.5,0.0,1.0199999999999998,0.3127254509018036,Low
21,0.47368421052631576,0.25,0.5,0.5,0.75,1.0,0.21999999999999997,0.14,0.9800000000000001,0,0.3867735470941883,1.6367735470941884,1.5,0.3947368421052632,1.08,0.6231304714692544,Medium
22,0.0,0.5833333333333333,0.25,0.0,0.5,0.25,0.61,0.9000000000000001,0.54,1,0.0350701402805611,0.5350701402805611,0.5,0.5,0.7099999999999999,0.5140280561122245,Medium
23,0.6842105263157894,1.0,1.0,0.5,0.75,0.75,0.58,0.9000000000000001,0.19,1,0.31062124248496986,1.56062124248497,1.75,0.23684210526315796,0.6799999999999998,0.4703011285729354,Medium
24,0.2631578947368421,0.5833333333333333,0.5,0.0,0.75,0.25,0.30999999999999994,0.15999999999999992,1.0,1,0.9859719438877754,1.7359719438877754,0.75,0.5526315789473685,1.15,0.9351782512393207,High
25,0.2631578947368421,0.25,0.75,0.75,0.0,0.5,0.22999999999999993,0.40000000000000013,0.87,0,0.661322645290581,1.4113226452905812,1.25,0.0,0.8299999999999998,0.48952905811623243,Medium
26,0.2631578947368421,0.16666666666666666,0.25,0.25,0.5,0.25,0.7899999999999998,0.72,0.48,1,0.6292585170340681,1.379258517034068,0.5,0.368421052631579,1.0699999999999998,0.812229722603101,High
27,0.10526315789473684,0.16666666666666666,0.25,0.5,1.0,0.5,0.63,0.6199999999999999,0.61,1,0.08817635270541083,1.588176352705411,0.75,0.8947368421052632,1.0100000000000002,0.9786915937137433,High
28,0.47368421052631576,0.5833333333333333,0.0,0.0,1.0,1.0,0.2799999999999999,0.09999999999999998,0.6000000000000001,0,0.9919839679358716,1.9919839679358717,1.0,0.5263157894736843,1.18,0.9546883240164541,High
29,0.2631578947368421,0.16666666666666666,0.5,0.0,0.75,0.0,0.6599999999999998,0.18000000000000005,0.15000000000000002,1,0.3827655310621242,1.132765531062124,0.5,0.5526315789473685,1.4799999999999998,0.7688956861090601,High
30,0.2631578947368421,0.25,1.0,0.0,0.75,0.0,0.38999999999999996,0.18000000000000005,0.21000000000000002,1,0.1072144288577154,0.8572144288577154,1.0,0.5526315789473685,1.21,0.5086752452272967,Medium
31,0.10526315789473684,0.5833333333333333,0.5,0.5,0.0,0.25,0.9699999999999998,0.6199999999999999,0.6200000000000001,0,0.11322645290581163,0.6132264529058116,0.75,0.0,1.3499999999999999,0.3202905811623246,Low
32,0.10526315789473684,0.41666666666666663,0.0,1.0,1.0,1.0,0.7499999999999998,0.019999999999999907,0.04000000000000001,1,0.9999999999999999,3.0,1.0,0.8947368421052632,1.73,1.468421052631579,High
33,0.10526315789473684,0.25,0.5,0.75,0.75,0.75,0.5499999999999999,0.6199999999999999,0.9300000000000002,0,0.3386773547094188,1.8386773547094188,1.25,0.6710526315789473,0.93,0.8617867313574519,High
34,0.2631578947368421,0.41666666666666663,0.25,0.25,0.0,0.0,0.7499999999999998,0.9000000000000001,0.38,0,0.6112224448897795,0.8612224448897795,0.25,0.0,0.8499999999999996,0.5694889779559118,Medium
35,0.10526315789473684,0.5833333333333333,0.5,0.5,1.0,0.25,0.6,0.6199999999999999,0.04000000000000001,1,0.06312625250501003,1.56312625250501,0.75,0.8947368421052632,0.9800000000000001,0.968671553633583,High
36,0.10526315789473684,0.5833333333333333,0.75,0.0,0.75,0.0,0.38999999999999996,0.3599999999999999,0.37000000000000005,0,0.36472945891783565,1.1147294589178356,0.75,0.6710526315789473,1.03,0.7222075730408185,High
37,0.6842105263157894,0.16666666666666666,0.5,0.5,0.75,0.25,0.31999999999999995,0.52,0.06,1,0.6492985971943888,1.8992985971943888,0.75,0.23684210526315796,0.7999999999999999,0.9057720704567028,High
38,0.6842105263157894,0.41666666666666663,0.5,0.0,0.5,0.75,0.5099999999999999,0.8200000000000001,0.48,0,0.3186372745490981,0.8186372745490982,1.25,0.1578947368421053,0.6899999999999998,0.2998233308722709,Low
39,1.0,0.41666666666666663,0.5,0.0,0.5,0.0,0.30999999999999994,0.31999999999999984,0.6400000000000001,0,0.3687374749498998,0.8687374749498997,0.5,0.0,0.9900000000000001,0.4974949899799599,Medium
40,0.10526315789473684,0.41666666666666663,0.0,0.0,0.0,0.25,0.5199999999999999,0.21999999999999997,0.68,1,0.4789579158316633,0.4789579158316633,0.25,0.0,1.2999999999999998,0.41658316633266534,Low
41,0.0,0.16666666666666666,0.75,0.75,0.75,0.0,0.2799999999999999,0.019999999999999907,0.12,1,0.3987975951903807,1.8987975951903806,0.75,0.75,1.26,1.0595190380761523,High
42,0.2631578947368421,0.41666666666666663,0.75,0.5,0.75,0.0,0.64,0.6199999999999999,0.13999999999999999,1,0.7394789579158316,1.9894789579158316,0.75,0.5526315789473685,1.02,1.0365810568505431,High
43,0.2631578947368421,0.16666666666666666,0.5,0.0,0.75,0.25,0.7099999999999999,0.6400000000000001,0.31000000000000005,0,0.08617234468937873,0.8361723446893787,0.75,0.5526315789473685,1.0699999999999998,0.575258411559962,Medium
44,0.2631578947368421,0.25,0.75,0.0,0.25,0.5,0.37,0.4800000000000002,0.2,1,0.12725450901803603,0.37725450901803603,1.25,0.1842105263157895,0.8899999999999998,0.13116496150195128,Low
45,0.2631578947368421,0.41666666666666663,0.5,0.25,0.75,0.5,0.98,0.78,0.44000000000000006,1,0.7234468937875751,1.723446893787575,1.0,0.5526315789473685,1.2,0.8551682311992406,High
46,0.10526315789473684,0.25,1.0,0.0,0.0,1.0,0.13999999999999999,0.44000000000000017,0.21000000000000002,1,0.9579158316633266,0.9579158316633266,2.0,0.0,0.6999999999999998,0.08316633266533069,Low
47,0.47368421052631576,0.25,0.0,0.0,0.0,0.25,0.9599999999999997,0.56,0.48,0,0.6452905811623245,0.6452905811623245,0.25,0.0,1.3999999999999997,0.4831162324649298,Medium
48,0.10526315789473684,0.16666666666666666,0.5,0.0,0.0,0.5,0.19999999999999996,0.5,0.15000000000000002,0,0.6513026052104207,0.6513026052104207,1.0,0.0,0.7,0.2605210420841683,Low
49,0.47368421052631576,0.41666666666666663,0.75,0.0,0.25,0.25,0.03999999999999997,0.6800000000000002,0.8,1,0.3326653306613226,0.5826653306613225,1.0,0.13157894736842107,0.3599999999999998,0.2725398164750553,Low
50,0.47368421052631576,0.25,0.5,0.5,0.25,0.75,0.59,0.41999999999999993,0.34,0,0.659318637274549,1.409318637274549,1.25,0.13157894736842107,1.17,0.5282011391203458,Medium
51,1.0,0.41666666666666663,0.25,0.0,0.5,1.0,0.0,0.3400000000000001,0.9500000000000001,1,0.6673346693386772,1.1673346693386772,1.25,0.0,0.6599999999999999,0.3919338677354709,Low
52,0.10526315789473684,0.25,1.0,0.0,0.75,0.5,0.18999999999999995,0.30000000000000004,0.13,0,0.971943887775551,1.7219438877755509,1.5,0.6710526315789473,0.8899999999999999,0.7400933445839046,High
53,0.2631578947368421,0.25,0.5,0.0,0.5,1.0,0.4299999999999999,0.19999999999999996,0.03,0,0.08016032064128256,0.5801603206412825,1.5,0.368421052631579,1.23,0.19259044404598671,Low
54,0.2631578947368421,0.16666666666666666,0.75,0.5,0.25,0.5,0.63,0.72,0.35000000000000003,0,0.3286573146292585,1.0786573146292584,1.25,0.1842105263157895,0.91,0.4117260837464402,Low
55,0.47368421052631576,0.16666666666666666,0.75,0.0,0.25,1.0,0.57,0.15999999999999992,0.1,1,0.38476953907815625,0.6347695390781563,1.75,0.13157894736842107,1.4100000000000001,0.06838149984178887,Low
56,0.2631578947368421,0.25,0.5,0.0,0.0,1.0,0.7599999999999998,0.9000000000000001,0.15000000000000002,1,0.0601202404809619,0.0601202404809619,1.5,0.0,0.8599999999999997,-0.12595190380761523,Low
57,0.47368421052631576,0.25,0.75,0.0,0.25,0.25,0.24,0.56,0.39,1,0.6452905811623245,0.8952905811623245,1.0,0.13157894736842107,0.6799999999999999,0.3975899166754562,Low
58,0.47368421052631576,1.0,0.75,1.0,0.5,0.25,0.8399999999999999,0.31999999999999984,0.79,1,0.9699398797595189,2.4699398797595187,1.0,0.26315789473684215,1.52,1.06692332032486,High
59,0.6842105263157894,0.16666666666666666,0.5,0.5,0.25,1.0,0.26999999999999996,0.94,0.26,0,0.006012024048096197,0.7560120240480962,1.5,0.07894736842105265,0.33,0.1760890201455543,Low
60,0.10526315789473684,0.41666666666666663,1.0,0.5,0.25,0.5,0.7499999999999998,0.7,0.36000000000000004,0,0.9318637274549098,1.6818637274549098,1.5,0.2236842105263158,1.0499999999999998,0.5898507541398587,Medium
61,0.2631578947368421,0.25,0.5,0.0,1.0,0.25,0.7599999999999998,0.8800000000000001,0.5700000000000001,1,0.03707414829659317,1.0370741482965933,0.75,0.736842105263158,0.8799999999999997,0.7108822908975847,Medium
62,0.10526315789473684,0.25,0.25,0.0,0.0,0.5,0.6599999999999998,0.019999999999999907,0.5900000000000001,1,0.9999999999999999,0.9999999999999999,0.75,0.0,1.64,0.475,Medium
63,0.2631578947368421,0.41666666666666663,0.25,0.5,0.5,0.25,0.7099999999999999,0.28,0.65,0,0.9739478957915831,1.973947895791583,0.5,0.368421052631579,1.4299999999999997,1.050105474106107,High
64,0.10526315789473684,1.0,0.25,0.25,0.0,0.0,0.12000000000000002,0.28,0.6200000000000001,0,0.6733466933867734,0.9233466933867734,0.25,0.0,0.84,0.5943386773547094,Medium
65,0.0,0.25,0.75,0.25,0.0,0.75,0.9299999999999999,0.05999999999999994,0.010000000000000002,1,0.6953907815631262,0.9453907815631262,1.5,0.0,1.87,0.22815631262525052,Low
66,0.2631578947368421,0.5833333333333333,0.5,0.5,0.0,0.5,0.4299999999999999,0.019999999999999907,0.38,1,0.7995991983967935,1.2995991983967934,1.0,0.0,1.41,0.5198396793587173,Medium
67,0.0,0.41666666666666663,0.75,0.0,0.5,1.0,0.9199999999999997,0.05999999999999994,0.010000000000000002,1,0.7955911823647294,1.2955911823647295,1.75,0.5,1.8599999999999999,0.44323647294589186,Medium
68,0.0,0.25,1.0,0.0,0.25,0.75,0.48999999999999994,0.74,0.39,1,0.627254509018036,0.877254509018036,1.75,0.25,0.75,0.2009018036072145,Low
69,0.0,0.16666666666666666,0.5,0.0,0.25,0.5,0.5599999999999999,0.44000000000000017,0.33,0,0.9579158316633266,1.2079158316633265,1.0,0.25,1.1199999999999997,0.5581663326653306,Medium
70,0.0,0.5833333333333333,0.5,0.5,1.0,0.5,0.4599999999999999,0.8600000000000001,0.11000000000000001,1,0.314629258517034,1.814629258517034,1.0,1.0,0.5999999999999999,1.0258517034068138,High
71,1.0,0.25,1.0,0.25,0.75,0.75,0.6699999999999998,0.31999999999999984,0.76,0,0.09318637274549099,1.0931863727454911,1.75,0.0,1.35,0.21227454909819649,Low
72,0.10526315789473684,0.25,0.75,0.25,0.75,0.25,0.9699999999999998,0.8,0.39,1,0.12024048096192383,1.120240480961924,1.0,0.6710526315789473,1.1699999999999997,0.6494119818584538,Medium
73,0.47368421052631576,1.0,0.25,0.5,0.25,0.75,0.03999999999999997,0.019999999999999907,0.22999999999999998,0,0.6993987975951903,1.4493987975951903,1.0,0.13157894736842107,1.02,0.6192332032486024,Medium
74,0.10526315789473684,0.41666666666666663,0.5,0.5,0.25,0.0,0.5299999999999999,0.41999999999999993,0.5700000000000001,0,0.35871743486973945,1.1087174348697395,0.5,0.2236842105263158,1.1099999999999999,0.6605922371057906,Medium
75,0.10526315789473684,0.16666666666666666,0.25,0.0,0.0,0.75,0.26999999999999996,0.31999999999999984,0.73,1,0.6693386773547093,0.6693386773547093,1.0,0.0,0.9500000000000002,0.2677354709418837,Low
76,0.0,0.41666666666666663,0.75,0.0,0.0,0.5,0.7799999999999998,0.09999999999999998,0.19,0,0.691382765531062,0.691382765531062,1.25,0.0,1.6799999999999997,0.20155310621242484,Low
77,0.2631578947368421,0.25,0.5,0.5,0.5,1.0,0.29,0.94,0.58,1,0.1062124248496994,1.1062124248496994,1.5,0.368421052631579,0.35000000000000003,0.4030112857293535,Low
78,0.2631578947368421,1.0,0.25,0.25,0.25,0.0,0.7699999999999998,0.72,0.30000000000000004,0,0.3286573146292585,0.8286573146292585,0.25,0.1842105263157895,1.0499999999999998,0.6117260837464402,Medium
79,0.0,0.5833333333333333,0.25,0.0,0.0,0.0,0.5399999999999999,0.30000000000000004,0.9400000000000001,1,0.09519038076152303,0.09519038076152303,0.25,0.0,1.2399999999999998,0.2630761523046092,Low
80,0.10526315789473684,0.25,0.5,0.5,0.25,0.25,0.8999999999999999,0.05999999999999994,0.06999999999999999,0,0.6953907815631262,1.4453907815631262,0.75,0.2236842105263158,1.8399999999999999,0.7202615757831452,Medium
81,0.10526315789473684,0.5833333333333333,0.25,1.0,0.5,0.5,0.7300000000000001,0.6199999999999999,0.26,0,0.6392785571142284,2.1392785571142285,0.75,0.4473684210526316,1.1100000000000003,1.064921949161481,High
82,0.10526315789473684,0.25,0.25,0.0,0.25,0.0,0.7899999999999998,0.08000000000000007,0.68,0,0.6933867735470941,0.9433867735470941,0.25,0.2236842105263158,1.7099999999999997,0.6694599725767324,Medium
83,0.10526315789473684,0.41666666666666663,0.0,0.25,1.0,0.5,0.21999999999999997,0.8800000000000001,0.26,0,0.913827655310621,2.1638276553106213,0.5,0.8947368421052632,0.33999999999999986,1.2839521147558275,High
84,0.2631578947368421,1.0,0.5,0.0,1.0,0.75,0.2099999999999999,0.21999999999999997,0.67,1,0.6793587174348696,1.6793587174348696,1.25,0.736842105263158,0.99,0.8177961185528954,High
85,1.0,0.25,0.25,0.0,0.25,0.0,0.7699999999999998,0.11999999999999988,0.32000000000000006,0,0.9899799599198397,1.2399799599198396,0.25,0.0,1.65,0.7209919839679358,Medium
86,0.47368421052631576,0.16666666666666666,0.25,0.0,0.25,1.0,0.48999999999999994,0.31999999999999984,0.36000000000000004,0,0.6693386773547093,0.9193386773547093,1.25,0.13157894736842107,1.1700000000000002,0.33220915515241006,Low
87,0.47368421052631576,0.16666666666666666,0.75,0.5,0.0,0.25,0.38999999999999996,0.52,0.24,0,0.6492985971943888,1.1492985971943888,1.0,0.0,0.8699999999999999,0.4597194388777555,Medium
88,0.47368421052631576,0.41666666666666663,1.0,0.25,0.75,1.0,0.06999999999999999,0.8600000000000001,1.0,0,0.11422845691382763,1.1142284569138277,2.0,0.3947368421052632,0.2099999999999999,0.26411243539711005,Low
89,0.10526315789473684,0.25,0.0,0.25,0.5,0.5,0.21999999999999997,0.6599999999999999,0.08000000000000002,0,0.059118236472945895,0.8091182364729459,0.5,0.4473684210526316,0.56,0.6078578209049679,Medium
90,0.47368421052631576,0.25,0.0,1.0,0.5,1.0,0.6999999999999998,0.040000000000000036,0.86,0,0.6973947895791582,2.197394789579158,1.0,0.26315789473684215,1.6599999999999997,0.9579052842527159,High
91,0.0,0.41666666666666663,0.75,0.0,0.75,0.0,0.020000000000000014,0.3599999999999999,0.38,0,0.9659318637274549,1.7159318637274548,0.75,0.75,0.6600000000000001,0.9863727454909819,High
92,0.47368421052631576,0.16666666666666666,0.75,0.5,0.0,0.5,0.30999999999999994,0.78,0.51,1,0.6232464929859719,1.123246492985972,1.25,0.0,0.5299999999999999,0.3742985971943888,Low
93,0.10526315789473684,1.0,0.5,0.25,0.0,0.75,0.21999999999999997,0.11999999999999988,0.21000000000000002,0,0.3887775551102204,0.6387775551102204,1.25,0.0,1.1,0.18051102204408814,Low
94,0.2631578947368421,0.5833333333333333,0.5,0.25,0.0,0.0,0.5599999999999999,0.9800000000000002,0.65,1,0.3026052104208416,0.5526052104208417,0.5,0.0,0.5799999999999997,0.37104208416833667,Low
95,0.10526315789473684,0.16666666666666666,0.5,0.0,0.5,0.0,0.5299999999999999,0.6199999999999999,0.76,0,0.3386773547094188,0.8386773547094188,0.5,0.4473684210526316,0.91,0.619681468199557,Medium
96,0.10526315789473684,0.41666666666666663,1.0,0.5,0.25,0.0,0.7899999999999998,0.21999999999999997,0.27999999999999997,0,0.1282565130260521,0.8782565130260521,1.0,0.2236842105263158,1.5699999999999998,0.4184078683683156,Low
97,0.0,0.25,0.5,0.75,0.25,0.75,0.4999999999999999,0.41999999999999993,0.87,0,0.08316633266533066,1.0831663326653307,1.25,0.25,1.08,0.4332665330661323,Low
98,0.47368421052631576,0.41666666666666663,0.25,0.25,0.25,0.5,0.7999999999999998,0.18000000000000005,0.37000000000000005,0,0.3827655310621242,0.8827655310621242,0.75,0.13157894736842107,1.6199999999999997,0.467579896635376,Medium
99,0.2631578947368421,1.0,0.25,0.25,0.0,0.25,0.58,0.08000000000000007,0.21000000000000002,1,0.3927855711422845,0.6427855711422845,0.5,0.0,1.5,0.4071142284569138,Low
100,0.10526315789473684,0.5833333333333333,0.75,0.0,0.75,1.0,0.33999999999999997,0.08000000000000007,0.97,1,0.3927855711422845,1.1427855711422845,1.75,0.6710526315789473,1.2599999999999998,0.4334300179305981,Low
101,0.10526315789473684,0.41666666666666663,0.25,0.75,0.75,0.25,0.95,0.19999999999999996,0.22000000000000003,1,0.6813627254509017,2.1813627254509016,0.5,0.6710526315789473,1.75,1.2238608796540447,High
102,0.2631578947368421,0.16666666666666666,0.5,1.0,0.0,0.25,0.8899999999999999,0.74,0.73,1,0.9278557114228456,1.9278557114228456,0.75,0.0,1.15,0.8461422845691382,High
103,0.2631578947368421,0.41666666666666663,0.25,0.5,0.0,0.25,0.5199999999999999,0.56,0.09000000000000001,1,0.0691382765531062,0.5691382765531062,0.5,0.0,0.9599999999999999,0.37765531062124247,Low
104,0.10526315789473684,0.5833333333333333,0.5,0.5,0.5,0.0,0.7499999999999998,0.9600000000000002,0.21000000000000002,0,0.3046092184368737,1.3046092184368736,0.5,0.4473684210526316,0.7899999999999996,0.806054213690539,High
105,0.10526315789473684,0.25,0.0,0.75,0.25,0.75,0.9599999999999997,0.8800000000000001,0.8300000000000001,1,0.6132264529058116,1.6132264529058116,0.75,0.2236842105263158,1.0799999999999996,0.7873958443202194,High
106,0.2631578947368421,1.0,1.0,0.0,0.75,0.75,0.7799999999999998,0.6800000000000002,0.5599999999999999,0,0.0821643286573146,0.8321643286573146,1.75,0.5526315789473685,1.0999999999999996,0.2736552051471364,Low
107,0.0,0.5833333333333333,0.75,0.25,1.0,0.5,0.94,0.52,0.37000000000000005,1,0.6492985971943888,1.8992985971943888,1.25,1.0,1.42,0.9847194388777556,High
108,1.0,0.41666666666666663,1.0,0.0,0.5,0.0,0.9099999999999999,0.19999999999999996,0.22999999999999998,0,0.13026052104208416,0.6302605210420842,1.0,0.0,1.71,0.2521042084168337,Low
109,0.10526315789473684,1.0,0.5,0.0,0.25,0.0,0.049999999999999975,0.019999999999999907,0.38,0,0.14829659318637273,0.3982965931863727,0.5,0.2236842105263158,1.03,0.37642390043244384,Low
110,0.2631578947368421,0.16666666666666666,0.75,0.0,0.5,0.5,0.6599999999999998,0.41999999999999993,0.13999999999999999,0,0.9599198396793586,1.4599198396793587,1.25,0.368421052631579,1.2399999999999998,0.6194942516612172,Medium
111,0.0,0.25,0.75,0.5,0.75,1.0,0.24,0.74,0.65,0,0.026052104208416832,1.276052104208417,1.75,0.75,0.5,0.5104208416833668,Medium
112,0.0,0.16666666666666666,0.75,0.25,0.75,0.5,0.29,0.72,0.9300000000000002,1,0.028056112224448898,1.028056112224449,1.25,0.75,0.5700000000000001,0.5612224448897796,Medium
113,0.10526315789473684,0.16666666666666666,1.0,0.25,1.0,0.0,0.7999999999999998,0.30000000000000004,0.9199999999999999,1,0.47094188376753504,1.720941883767535,1.0,0.8947368421052632,1.4999999999999998,0.9567978061385929,High
114,0.0,0.16666666666666666,0.5,0.75,1.0,0.25,0.35,0.6800000000000002,0.86,1,0.03206412825651301,1.782064128256513,0.75,1.0,0.6699999999999998,1.0878256513026052,High
115,0.10526315789473684,0.5833333333333333,0.25,0.25,0.25,0.5,0.8799999999999999,0.8200000000000001,0.34,1,0.11823647294589176,0.6182364729458918,0.75,0.2236842105263158,1.0599999999999998,0.38939985233625146,Low
116,0.10526315789473684,0.25,0.0,0.75,0.25,1.0,0.38999999999999996,0.9600000000000002,0.27,0,0.7054108216432865,1.7054108216432864,1.0,0.2236842105263158,0.42999999999999977,0.7492695918152094,High
117,0.6842105263157894,0.5833333333333333,0.75,0.25,0.75,0.25,0.4799999999999999,0.6800000000000002,0.08000000000000002,1,0.6332665330661322,1.6332665330661322,1.0,0.23684210526315796,0.7999999999999998,0.7243592448054003,High
118,0.0,0.16666666666666666,0.5,0.0,0.5,0.5,0.8599999999999999,0.8600000000000001,0.27999999999999997,0,0.6152304609218436,1.1152304609218437,1.0,0.5,0.9999999999999998,0.5960921843687376,Medium
119,0.0,0.25,0.75,0.5,0.75,0.25,0.17,0.6199999999999999,0.45999999999999996,0,0.6392785571142284,1.8892785571142285,1.0,0.75,0.5500000000000002,0.9807114228456915,High
120,0.10526315789473684,0.25,1.0,0.0,0.5,0.0,0.9299999999999999,0.76,0.5599999999999999,1,0.3246492985971944,0.8246492985971944,1.0,0.4473684210526316,1.17,0.46407024575466727,Medium
121,0.2631578947368421,0.16666666666666666,0.75,0.25,0.0,0.5,0.61,0.8,0.78,0,0.020040080160320634,0.27004008016032066,1.25,0.0,0.8099999999999999,0.03301603206412827,Low
122,0.2631578947368421,0.41666666666666663,0.5,0.5,1.0,0.0,0.08999999999999996,0.9199999999999999,0.8900000000000001,0,0.909819639278557,2.409819639278557,0.5,0.736842105263158,0.17000000000000004,1.33498048729037,High
123,0.2631578947368421,1.0,1.0,1.0,0.0,0.25,0.059999999999999984,0.76,0.45999999999999996,0,0.024048096192384766,1.0240480961923848,1.25,0.0,0.3,0.3346192384769539,Low
124,0.0,0.25,0.5,0.25,0.25,1.0,0.12000000000000002,0.9800000000000002,0.8800000000000001,1,0.6032064128256512,1.1032064128256511,1.5,0.25,0.13999999999999982,0.36628256513026053,Low
125,0.10526315789473684,0.16666666666666666,0.5,0.0,1.0,0.0,0.6999999999999998,0.21999999999999997,0.9400000000000001,0,0.7795591182364728,1.779559118236473,0.5,0.8947368421052632,1.48,1.1302446999261682,High
126,0.2631578947368421,0.41666666666666663,0.25,1.0,1.0,0.0,0.6999999999999998,0.08000000000000007,0.15000000000000002,1,0.14228456913827653,2.1422845691382766,0.25,0.736842105263158,1.6199999999999997,1.302966459234258,High
127,0.0,0.25,0.5,0.5,0.75,0.75,0.4299999999999999,0.9199999999999999,0.9199999999999999,1,0.30861723446893785,1.558617234468938,1.25,0.75,0.51,0.7734468937875753,High
128,0.0,0.25,0.75,0.25,0.25,0.75,0.9699999999999998,0.5800000000000001,0.12,0,0.4428857715430861,0.9428857715430861,1.5,0.25,1.3899999999999997,0.3021543086172344,Low
129,0.0,0.5833333333333333,1.0,0.5,0.25,1.0,0.9299999999999999,0.3800000000000001,0.8400000000000001,0,0.3627254509018036,1.1127254509018036,2.0,0.25,1.5499999999999998,0.22009018036072148,Low
130,0.0,0.25,0.5,0.0,0.25,0.0,0.19999999999999996,0.6000000000000001,0.5700000000000001,1,0.34068136272545085,0.5906813627254508,0.5,0.25,0.5999999999999999,0.46127254509018034,Medium
131,0.10526315789473684,0.16666666666666666,0.5,0.75,1.0,1.0,0.1,0.19999999999999996,0.26,1,0.15531062124248496,1.905310621242485,1.5,0.8947368421052632,0.9,0.8805453011285731,High
